date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:04:17	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2029%20Oct%202023%2014:04:18%20GMT	https://techlawfirm.net/green-card/marriage-green-card	C:/My%20Web%20Sites/TechImmigrationLaw/Immigration/techlawfirm.net/green-card/marriage-green-card	(from https://techlawfirm.net/)
10:04:18	40591/40591	---M-Z	200	added ('OK')	text/html	date:Sun,%2029%20Oct%202023%2014:04:19%20GMT	https://techlawfirm.net/ru/green-card/marriage-green-card	C:/My%20Web%20Sites/TechImmigrationLaw/Immigration/techlawfirm.net/ru/green-card/marriage-green-card.html	(from https://techlawfirm.net/)
10:04:18	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2029%20Oct%202023%2014:04:19%20GMT	https://techlawfirm.net/green-card/adjustment-of-status	C:/My%20Web%20Sites/TechImmigrationLaw/Immigration/techlawfirm.net/green-card/adjustment-of-status	(from https://techlawfirm.net/)
10:04:19	38908/38908	---M-Z	200	added ('OK')	text/html	date:Sun,%2029%20Oct%202023%2014:04:19%20GMT	https://techlawfirm.net/ru/green-card/adjustment-of-status	C:/My%20Web%20Sites/TechImmigrationLaw/Immigration/techlawfirm.net/ru/green-card/adjustment-of-status.html	(from https://techlawfirm.net/)
10:04:19	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2029%20Oct%202023%2014:04:20%20GMT	https://techlawfirm.net/green-card/employment-based-green-card	C:/My%20Web%20Sites/TechImmigrationLaw/Immigration/techlawfirm.net/green-card/employment-based-green-card	(from https://techlawfirm.net/)
10:04:20	42286/42286	---M-Z	200	added ('OK')	text/html	date:Sun,%2029%20Oct%202023%2014:04:20%20GMT	https://techlawfirm.net/ru/green-card/employment-based-green-card	C:/My%20Web%20Sites/TechImmigrationLaw/Immigration/techlawfirm.net/ru/green-card/employment-based-green-card.html	(from https://techlawfirm.net/)
10:04:20	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2029%20Oct%202023%2014:04:21%20GMT	https://techlawfirm.net/green-card/diversity-visa-program-green-card-lottery	C:/My%20Web%20Sites/TechImmigrationLaw/Immigration/techlawfirm.net/green-card/diversity-visa-program-green-card-lottery	(from https://techlawfirm.net/)
10:04:20	38839/38839	---M-Z	200	added ('OK')	text/html	date:Sun,%2029%20Oct%202023%2014:04:21%20GMT	https://techlawfirm.net/ru/green-card/diversity-visa-program-green-card-lottery	C:/My%20Web%20Sites/TechImmigrationLaw/Immigration/techlawfirm.net/ru/green-card/diversity-visa-program-green-card-lottery.html	(from https://techlawfirm.net/)
10:04:21	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2029%20Oct%202023%2014:04:22%20GMT	https://techlawfirm.net/green-card/green-card-replacement	C:/My%20Web%20Sites/TechImmigrationLaw/Immigration/techlawfirm.net/green-card/green-card-replacement	(from https://techlawfirm.net/)
10:04:21	41676/41676	---M-Z	200	added ('OK')	text/html	date:Sun,%2029%20Oct%202023%2014:04:22%20GMT	https://techlawfirm.net/ru/green-card/green-card-replacement	C:/My%20Web%20Sites/TechImmigrationLaw/Immigration/techlawfirm.net/ru/green-card/green-card-replacement.html	(from https://techlawfirm.net/)
10:04:22	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2029%20Oct%202023%2014:04:23%20GMT	https://techlawfirm.net/green-card/green-card-renewal	C:/My%20Web%20Sites/TechImmigrationLaw/Immigration/techlawfirm.net/green-card/green-card-renewal	(from https://techlawfirm.net/)
10:04:22	37143/37143	---M-Z	200	added ('OK')	text/html	date:Sun,%2029%20Oct%202023%2014:04:23%20GMT	https://techlawfirm.net/ru/green-card/green-card-renewal	C:/My%20Web%20Sites/TechImmigrationLaw/Immigration/techlawfirm.net/ru/green-card/green-card-renewal.html	(from https://techlawfirm.net/)
10:04:22	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2029%20Oct%202023%2014:04:24%20GMT	https://techlawfirm.net/green-card/employment-authorization	C:/My%20Web%20Sites/TechImmigrationLaw/Immigration/techlawfirm.net/green-card/employment-authorization	(from https://techlawfirm.net/)
10:04:23	39249/39249	---M-Z	200	added ('OK')	text/html	date:Sun,%2029%20Oct%202023%2014:04:24%20GMT	https://techlawfirm.net/ru/green-card/employment-authorization	C:/My%20Web%20Sites/TechImmigrationLaw/Immigration/techlawfirm.net/ru/green-card/employment-authorization.html	(from https://techlawfirm.net/)
10:04:23	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2029%20Oct%202023%2014:04:24%20GMT	https://techlawfirm.net/green-card/advance-parole	C:/My%20Web%20Sites/TechImmigrationLaw/Immigration/techlawfirm.net/green-card/advance-parole	(from https://techlawfirm.net/)
10:04:24	39175/39175	---M-Z	200	added ('OK')	text/html	date:Sun,%2029%20Oct%202023%2014:04:25%20GMT	https://techlawfirm.net/ru/green-card/advance-parole	C:/My%20Web%20Sites/TechImmigrationLaw/Immigration/techlawfirm.net/ru/green-card/advance-parole.html	(from https://techlawfirm.net/)
10:04:24	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2029%20Oct%202023%2014:04:25%20GMT	https://techlawfirm.net/green-card/refugees-and-asylum	C:/My%20Web%20Sites/TechImmigrationLaw/Immigration/techlawfirm.net/green-card/refugees-and-asylum	(from https://techlawfirm.net/)
10:04:25	45051/45051	---M-Z	200	added ('OK')	text/html	date:Sun,%2029%20Oct%202023%2014:04:26%20GMT	https://techlawfirm.net/ru/green-card/refugees-and-asylum	C:/My%20Web%20Sites/TechImmigrationLaw/Immigration/techlawfirm.net/ru/green-card/refugees-and-asylum.html	(from https://techlawfirm.net/)
10:04:25	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2029%20Oct%202023%2014:04:26%20GMT	https://techlawfirm.net/u-s-visas	C:/My%20Web%20Sites/TechImmigrationLaw/Immigration/techlawfirm.net/u-s-visas	(from https://techlawfirm.net/)
10:04:26	42195/42195	---M-Z	200	added ('OK')	text/html	date:Sun,%2029%20Oct%202023%2014:04:26%20GMT	https://techlawfirm.net/ru/u-s-visas	C:/My%20Web%20Sites/TechImmigrationLaw/Immigration/techlawfirm.net/ru/u-s-visas.html	(from https://techlawfirm.net/)
10:04:26	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2029%20Oct%202023%2014:04:27%20GMT	https://techlawfirm.net/u-s-visas/business-visitor-tourist-visa-b1-b2	C:/My%20Web%20Sites/TechImmigrationLaw/Immigration/techlawfirm.net/u-s-visas/business-visitor-tourist-visa-b1-b2	(from https://techlawfirm.net/)
10:04:26	40679/40679	---M-Z	200	added ('OK')	text/html	date:Sun,%2029%20Oct%202023%2014:04:27%20GMT	https://techlawfirm.net/ru/u-s-visas/business-visitor-tourist-visa-b1-b2	C:/My%20Web%20Sites/TechImmigrationLaw/Immigration/techlawfirm.net/ru/u-s-visas/business-visitor-tourist-visa-b1-b2.html	(from https://techlawfirm.net/)
10:04:27	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2029%20Oct%202023%2014:04:28%20GMT	https://techlawfirm.net/u-s-visas/student-visa-f-1	C:/My%20Web%20Sites/TechImmigrationLaw/Immigration/techlawfirm.net/u-s-visas/student-visa-f-1	(from https://techlawfirm.net/)
10:04:27	40948/40948	---M-Z	200	added ('OK')	text/html	date:Sun,%2029%20Oct%202023%2014:04:28%20GMT	https://techlawfirm.net/ru/u-s-visas/student-visa-f-1	C:/My%20Web%20Sites/TechImmigrationLaw/Immigration/techlawfirm.net/ru/u-s-visas/student-visa-f-1.html	(from https://techlawfirm.net/)
10:04:27	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2029%20Oct%202023%2014:04:29%20GMT	https://techlawfirm.net/u-s-visas/student-visa-m-1	C:/My%20Web%20Sites/TechImmigrationLaw/Immigration/techlawfirm.net/u-s-visas/student-visa-m-1	(from https://techlawfirm.net/)
10:04:28	41486/41486	---M-Z	200	added ('OK')	text/html	date:Sun,%2029%20Oct%202023%2014:04:29%20GMT	https://techlawfirm.net/ru/u-s-visas/student-visa-m-1	C:/My%20Web%20Sites/TechImmigrationLaw/Immigration/techlawfirm.net/ru/u-s-visas/student-visa-m-1.html	(from https://techlawfirm.net/)
10:04:28	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2029%20Oct%202023%2014:04:30%20GMT	https://techlawfirm.net/u-s-visas/fiance-visa-k-1	C:/My%20Web%20Sites/TechImmigrationLaw/Immigration/techlawfirm.net/u-s-visas/fiance-visa-k-1	(from https://techlawfirm.net/)
10:04:29	40778/40778	---M-Z	200	added ('OK')	text/html	date:Sun,%2029%20Oct%202023%2014:04:30%20GMT	https://techlawfirm.net/ru/u-s-visas/fiance-visa-k-1	C:/My%20Web%20Sites/TechImmigrationLaw/Immigration/techlawfirm.net/ru/u-s-visas/fiance-visa-k-1.html	(from https://techlawfirm.net/)
10:04:29	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2029%20Oct%202023%2014:04:30%20GMT	https://techlawfirm.net/u-s-visas/temporary-work-visa-h1b	C:/My%20Web%20Sites/TechImmigrationLaw/Immigration/techlawfirm.net/u-s-visas/temporary-work-visa-h1b	(from https://techlawfirm.net/)
10:04:30	41087/41087	---M-Z	200	added ('OK')	text/html	date:Sun,%2029%20Oct%202023%2014:04:31%20GMT	https://techlawfirm.net/ru/u-s-visas/temporary-work-visa-h1b	C:/My%20Web%20Sites/TechImmigrationLaw/Immigration/techlawfirm.net/ru/u-s-visas/temporary-work-visa-h1b.html	(from https://techlawfirm.net/)
10:04:30	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2029%20Oct%202023%2014:04:31%20GMT	https://techlawfirm.net/u-s-visas/intracompany-transferees-visa-l1	C:/My%20Web%20Sites/TechImmigrationLaw/Immigration/techlawfirm.net/u-s-visas/intracompany-transferees-visa-l1	(from https://techlawfirm.net/)
10:04:31	41038/41038	---M-Z	200	added ('OK')	text/html	date:Sun,%2029%20Oct%202023%2014:04:31%20GMT	https://techlawfirm.net/ru/u-s-visas/intracompany-transferees-visa-l1	C:/My%20Web%20Sites/TechImmigrationLaw/Immigration/techlawfirm.net/ru/u-s-visas/intracompany-transferees-visa-l1.html	(from https://techlawfirm.net/)
10:04:31	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2029%20Oct%202023%2014:04:32%20GMT	https://techlawfirm.net/u-s-visas/visa-for-persons-with-extraordinary-ability-o1	C:/My%20Web%20Sites/TechImmigrationLaw/Immigration/techlawfirm.net/u-s-visas/visa-for-persons-with-extraordinary-ability-o1	(from https://techlawfirm.net/)
10:04:32	41703/41703	---M-Z	200	added ('OK')	text/html	date:Sun,%2029%20Oct%202023%2014:04:32%20GMT	https://techlawfirm.net/ru/u-s-visas/visa-for-persons-with-extraordinary-ability-o1	C:/My%20Web%20Sites/TechImmigrationLaw/Immigration/techlawfirm.net/ru/u-s-visas/visa-for-persons-with-extraordinary-ability-o1.html	(from https://techlawfirm.net/)
10:04:32	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2029%20Oct%202023%2014:04:33%20GMT	https://techlawfirm.net/u-s-visas/visa-for-foreign-investors	C:/My%20Web%20Sites/TechImmigrationLaw/Immigration/techlawfirm.net/u-s-visas/visa-for-foreign-investors	(from https://techlawfirm.net/)
10:04:32	44094/44094	---M-Z	200	added ('OK')	text/html	date:Sun,%2029%20Oct%202023%2014:04:33%20GMT	https://techlawfirm.net/ru/u-s-visas/visa-for-foreign-investors	C:/My%20Web%20Sites/TechImmigrationLaw/Immigration/techlawfirm.net/ru/u-s-visas/visa-for-foreign-investors.html	(from https://techlawfirm.net/)
10:04:33	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2029%20Oct%202023%2014:04:34%20GMT	https://techlawfirm.net/u-s-visas/treaty-investors-and-employees	C:/My%20Web%20Sites/TechImmigrationLaw/Immigration/techlawfirm.net/u-s-visas/treaty-investors-and-employees	(from https://techlawfirm.net/)
10:04:33	44320/44320	---M-Z	200	added ('OK')	text/html	date:Sun,%2029%20Oct%202023%2014:04:34%20GMT	https://techlawfirm.net/ru/u-s-visas/treaty-investors-and-employees	C:/My%20Web%20Sites/TechImmigrationLaw/Immigration/techlawfirm.net/ru/u-s-visas/treaty-investors-and-employees.html	(from https://techlawfirm.net/)
10:04:34	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2029%20Oct%202023%2014:04:35%20GMT	https://techlawfirm.net/removal-and-deportation	C:/My%20Web%20Sites/TechImmigrationLaw/Immigration/techlawfirm.net/removal-and-deportation	(from https://techlawfirm.net/)
10:04:34	31235/31235	---M-Z	404	error ('Not%20Found')	text/html	date:Sun,%2029%20Oct%202023%2014:04:35%20GMT	https://techlawfirm.net/ru/removal-and-deportation	C:/My%20Web%20Sites/TechImmigrationLaw/Immigration/techlawfirm.net/ru/removal-and-deportation	(from https://techlawfirm.net/)
10:04:34	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2029%20Oct%202023%2014:04:35%20GMT	https://techlawfirm.net/removal-and-deportation/your-rights	C:/My%20Web%20Sites/TechImmigrationLaw/Immigration/techlawfirm.net/removal-and-deportation/your-rights	(from https://techlawfirm.net/)
10:04:35	31235/31235	---M-Z	404	error ('Not%20Found')	text/html	date:Sun,%2029%20Oct%202023%2014:04:36%20GMT	https://techlawfirm.net/ru/removal-and-deportation/your-rights	C:/My%20Web%20Sites/TechImmigrationLaw/Immigration/techlawfirm.net/ru/removal-and-deportation/your-rights	(from https://techlawfirm.net/)
10:04:35	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2029%20Oct%202023%2014:04:36%20GMT	https://techlawfirm.net/removal-and-deportation/how-to-behave-with-ice-agents	C:/My%20Web%20Sites/TechImmigrationLaw/Immigration/techlawfirm.net/removal-and-deportation/how-to-behave-with-ice-agents	(from https://techlawfirm.net/)
10:04:36	31235/31235	---M-Z	404	error ('Not%20Found')	text/html	date:Sun,%2029%20Oct%202023%2014:04:37%20GMT	https://techlawfirm.net/ru/removal-and-deportation/how-to-behave-with-ice-agents	C:/My%20Web%20Sites/TechImmigrationLaw/Immigration/techlawfirm.net/ru/removal-and-deportation/how-to-behave-with-ice-agents	(from https://techlawfirm.net/)
10:04:36	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2029%20Oct%202023%2014:04:37%20GMT	https://techlawfirm.net/removal-and-deportation/for-friends-and-family	C:/My%20Web%20Sites/TechImmigrationLaw/Immigration/techlawfirm.net/removal-and-deportation/for-friends-and-family	(from https://techlawfirm.net/)
10:04:36	31235/31235	---M-Z	404	error ('Not%20Found')	text/html	date:Sun,%2029%20Oct%202023%2014:04:37%20GMT	https://techlawfirm.net/ru/removal-and-deportation/for-friends-and-family	C:/My%20Web%20Sites/TechImmigrationLaw/Immigration/techlawfirm.net/ru/removal-and-deportation/for-friends-and-family	(from https://techlawfirm.net/)
10:04:37	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2029%20Oct%202023%2014:04:38%20GMT	https://techlawfirm.net/removal-and-deportation/getting-an-attorney	C:/My%20Web%20Sites/TechImmigrationLaw/Immigration/techlawfirm.net/removal-and-deportation/getting-an-attorney	(from https://techlawfirm.net/)
10:04:37	31235/31235	---M-Z	404	error ('Not%20Found')	text/html	date:Sun,%2029%20Oct%202023%2014:04:38%20GMT	https://techlawfirm.net/ru/removal-and-deportation/getting-an-attorney	C:/My%20Web%20Sites/TechImmigrationLaw/Immigration/techlawfirm.net/ru/removal-and-deportation/getting-an-attorney	(from https://techlawfirm.net/)
10:04:37	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2029%20Oct%202023%2014:04:39%20GMT	https://techlawfirm.net/fees	C:/My%20Web%20Sites/TechImmigrationLaw/Immigration/techlawfirm.net/fees	(from https://techlawfirm.net/)
10:04:38	37417/37417	---M-Z	200	added ('OK')	text/html	date:Sun,%2029%20Oct%202023%2014:04:39%20GMT	https://techlawfirm.net/ru/fees	C:/My%20Web%20Sites/TechImmigrationLaw/Immigration/techlawfirm.net/ru/fees.html	(from https://techlawfirm.net/)
10:04:38	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2029%20Oct%202023%2014:04:40%20GMT	https://techlawfirm.net/contacts	C:/My%20Web%20Sites/TechImmigrationLaw/Immigration/techlawfirm.net/contacts.43.delayed	(from https://techlawfirm.net/)
10:04:39	38444/38444	---M-Z	200	added ('OK')	text/html	date:Sun,%2029%20Oct%202023%2014:04:40%20GMT	https://techlawfirm.net/ru/contacts	C:/My%20Web%20Sites/TechImmigrationLaw/Immigration/techlawfirm.net/ru/contacts.html	(from https://techlawfirm.net/)
10:04:39	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2029%20Oct%202023%2014:04:40%20GMT	https://techlawfirm.net/reviews	C:/My%20Web%20Sites/TechImmigrationLaw/Immigration/techlawfirm.net/reviews	(from https://techlawfirm.net/)
10:04:40	49774/49774	---M-Z	200	added ('OK')	text/html	date:Sun,%2029%20Oct%202023%2014:04:40%20GMT	https://techlawfirm.net/ru/reviews	C:/My%20Web%20Sites/TechImmigrationLaw/Immigration/techlawfirm.net/ru/reviews.html	(from https://techlawfirm.net/)
10:04:40	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2029%20Oct%202023%2014:04:41%20GMT	https://techlawfirm.net/knowledge-center	C:/My%20Web%20Sites/TechImmigrationLaw/Immigration/techlawfirm.net/knowledge-center	(from https://techlawfirm.net/)
10:04:40	32688/32688	---M-Z	200	added ('OK')	text/html	date:Sun,%2029%20Oct%202023%2014:04:41%20GMT	https://techlawfirm.net/ru/knowledge-center	C:/My%20Web%20Sites/TechImmigrationLaw/Immigration/techlawfirm.net/ru/knowledge-center.html	(from https://techlawfirm.net/)
10:04:41	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2029%20Oct%202023%2014:04:42%20GMT	https://techlawfirm.net/about-us	C:/My%20Web%20Sites/TechImmigrationLaw/Immigration/techlawfirm.net/about-us	(from https://techlawfirm.net/)
10:04:41	43124/43124	---M-Z	200	added ('OK')	text/html	date:Sun,%2029%20Oct%202023%2014:04:42%20GMT	https://techlawfirm.net/ru/about-us	C:/My%20Web%20Sites/TechImmigrationLaw/Immigration/techlawfirm.net/ru/about-us.html	(from https://techlawfirm.net/)
10:04:41	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2029%20Oct%202023%2014:04:43%20GMT	https://techlawfirm.net/signup	C:/My%20Web%20Sites/TechImmigrationLaw/Immigration/techlawfirm.net/signup	(from https://techlawfirm.net/)
10:04:42	32737/32737	---M-Z	200	added ('OK')	text/html	date:Sun,%2029%20Oct%202023%2014:04:43%20GMT	https://techlawfirm.net/ru/signup	C:/My%20Web%20Sites/TechImmigrationLaw/Immigration/techlawfirm.net/ru/signup.html	(from https://techlawfirm.net/)
10:04:42	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2029%20Oct%202023%2014:04:44%20GMT	https://techlawfirm.net/terms-of-use	C:/My%20Web%20Sites/TechImmigrationLaw/Immigration/techlawfirm.net/terms-of-use	(from https://techlawfirm.net/)
10:04:43	119109/119109	---M-Z	200	added ('OK')	text/html	date:Sun,%2029%20Oct%202023%2014:04:44%20GMT	https://techlawfirm.net/ru/terms-of-use	C:/My%20Web%20Sites/TechImmigrationLaw/Immigration/techlawfirm.net/ru/terms-of-use.html	(from https://techlawfirm.net/)
10:04:44	17620/17620	---M-Z	200	added ('OK')	application/javascript	etag:%226530fffd-1ae5%22	http://code.jivosite.com/widget.js	C:/My%20Web%20Sites/TechImmigrationLaw/Immigration/code.jivosite.com/widget.js	(from https://techlawfirm.net/)
10:04:44	917/917	---MC-	200	added ('OK')	text/javascript	date:Sun,%2029%20Oct%202023%2014:04:44%20GMT	http://www.google.com/recaptcha/api.js?hl=en&render=explicit&onload=recaptchaOnloadCallback	C:/My%20Web%20Sites/TechImmigrationLaw/Immigration/www.google.com/recaptcha/apid151.js	(from https://techlawfirm.net/)
10:04:44	287630/287630	---M--	200	added ('OK')	application/javascript	date:Tue,%2029%20Dec%202020%2016:49:34%20GMT	https://techlawfirm.net/assets/60592873/jquery.js	C:/My%20Web%20Sites/TechImmigrationLaw/Immigration/techlawfirm.net/assets/60592873/jquery.js	(from https://techlawfirm.net/)
10:04:44	20934/20934	---M--	200	added ('OK')	application/javascript	date:Tue,%2029%20Dec%202020%2016:49:34%20GMT	https://techlawfirm.net/assets/e34b62d2/yii.js	C:/My%20Web%20Sites/TechImmigrationLaw/Immigration/techlawfirm.net/assets/e34b62d2/yii.js	(from https://techlawfirm.net/)
10:04:44	236517/236517	---M--	200	added ('OK')	application/javascript	date:Tue,%2029%20Dec%202020%2016:49:35%20GMT	https://techlawfirm.net/assets/7765187a/js/bootstrap.bundle.js	C:/My%20Web%20Sites/TechImmigrationLaw/Immigration/techlawfirm.net/assets/7765187a/js/bootstrap.bundle.js	(from https://techlawfirm.net/)
10:04:44	3437/3437	---M--	200	added ('OK')	application/javascript	date:Tue,%2001%20Nov%202022%2021:15:29%20GMT	https://techlawfirm.net/site.js	C:/My%20Web%20Sites/TechImmigrationLaw/Immigration/techlawfirm.net/site.js	(from https://techlawfirm.net/)
10:04:45	3121/3121	---M--	200	added ('OK')	application/javascript	date:Tue,%2029%20Dec%202020%2016:53:26%20GMT	https://techlawfirm.net/assets/a25e3e2e/jquery.cookie.js	C:/My%20Web%20Sites/TechImmigrationLaw/Immigration/techlawfirm.net/assets/a25e3e2e/jquery.cookie.js	(from https://techlawfirm.net/)
10:04:45	16405/16405	---M--	200	added ('OK')	application/javascript	date:Tue,%2029%20Dec%202020%2016:49:34%20GMT	https://techlawfirm.net/assets/e34b62d2/yii.validation.js	C:/My%20Web%20Sites/TechImmigrationLaw/Immigration/techlawfirm.net/assets/e34b62d2/yii.validation.js	(from https://techlawfirm.net/)
10:04:45	36611/36611	---M--	200	added ('OK')	application/javascript	date:Tue,%2029%20Dec%202020%2016:49:34%20GMT	https://techlawfirm.net/assets/e34b62d2/yii.activeForm.js	C:/My%20Web%20Sites/TechImmigrationLaw/Immigration/techlawfirm.net/assets/e34b62d2/yii.activeForm.js	(from https://techlawfirm.net/)
10:04:46	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2029%20Oct%202023%2014:04:47%20GMT	https://techlawfirm.net/a	C:/My%20Web%20Sites/TechImmigrationLaw/Immigration/techlawfirm.net/a	(from https://connect.facebook.net/en_US/fbevents.js)
